0, 13244.9, 14664.1, 13267.1, 14734, 17716
1, 0, 0, 0, 0, 0
2, 63889.4, 47454, 63439.1, 47170, 57417
3, 0, 0, 0, 0, 0
4, 0, 0, 0, 0, 0
5, 7593.34, 20483.8, 7593.44, 20483.9, 85695
6, 0, 0, 0, 0, 0
7, 13225.2, 21010.1, 13225.4, 21011.9, 71320
8, 35868.1, 46997.9, 35886.4, 47021.5, 64407
9, 1, 1, 1, 1, 1
10, 0, 0, 0, 0, 0
11, 17672.6, 19228.6, 17677.9, 19238.5, 24897
12, 0, 0, 0, 0, 0
13, 0, 0, 0, 0, 0
14, 0, 0, 0, 0, 0
15, 0, 0, 0, 0, 0
16, 0, 0, 0, 0, 0
17, 0, 0, 0, 0, 0
18, 15357, 21541.5, 15356.4, 21541.5, 42009
19, 125, 125, 125, 125, 125
20, 0, 0, 0, 0, 0
21, 0, 0, 0, 0, 0
22, 0, 0, 0, 0, 0
23, 0, 0, 0, 0, 0
24, 0, 0, 0, 0, 0
25, 4182.53, 7918.33, 4182.53, 7918.43, 11777
26, 14642.1, 14401.2, 14642.4, 14403.4, 32095
27, 0, 0, 0, 0, 0
28, 787.815, 2111.48, 787.81, 2111.48, 3022
29, 569.547, 2169.42, 569.549, 2169.43, 4584
30, 0, 0, 0, 0, 0
31, 114931, 131593, 114945, 131604, 258647
32, 0, 0, 0, 0, 0
33, 3712.7, 9986.42, 3712.82, 9986.47, 42029
34, 0, 0, 0, 0, 0
35, 3186.74, 3993.75, 3203.75, 4044.44, 11629
36, 0, 0, 0, 0, 0
37, 61.2236, 25.7926, 61.2236, 25.7926, 0
38, 0, 0, 0, 0, 0
39, 0, 0, 0, 0, 0
40, 27100.5, 34657.6, 27103.8, 34660.2, 44488
41, 99848.2, 105461, 99878.2, 105480, 125682
42, 0.825643, 0.977782, 0.825643, 0.977782, 0
43, 12456.5, 14447.4, 12495.5, 14531.8, 19413
44, 0, 0, 0, 0, 0
45, 0, 0, 0, 0, 0
46, 892.7, 1348.82, 892.724, 1348.82, 1581
47, 11033.4, 19124.4, 11034.1, 19125.9, 42503
48, 0, 0, 0, 0, 0
49, 6605.07, 13408.1, 6605.12, 13408.5, 22433
50, 6837.95, 14104.2, 6838.11, 14104.2, 56068
51, 8142.01, 12782.2, 8146.91, 12791.5, 22893
52, 5726.44, 11948.7, 5726.45, 11948.9, 12784
53, 995.343, 996.637, 995.343, 996.637, 995
54, 0, 0, 0, 0, 0
55, 2470.82, 3989.65, 2470.82, 3989.65, 10182
56, 80.2293, 98.8153, 80.2443, 98.839, 13
57, 1296.13, 5198.35, 1296.14, 5198.35, 22662
58, 0, 0, 0, 0, 0
59, 1189.74, 3147.66, 1189.74, 3147.66, 11900
60, 3456.22, 3597.85, 3454.22, 3595.85, 4716
61, 3382.58, 11580, 3382.6, 11580, 58867
62, 27958.3, 36384.7, 27956.3, 36381.7, 100067
63, 0, 0, 0, 0, 0
64, 0, 0, 0, 0, 0
65, 0.101651, 0.051199, 0.101651, 0.051199, 0
66, 35628.9, 43354.2, 35633.3, 43358.4, 69195
67, 5591.22, 10645.3, 5591.74, 10645.8, 34281
68, 61.6654, 40.8561, 61.6654, 40.8562, 0
69, 507.232, 1703.89, 507.241, 1703.89, 2669
70, 1.32161e-12, 2.84217e-14, 1.32161e-12, 2.84217e-14, 0
71, 35231, 50674.4, 35240.4, 50693.6, 83140
72, 4784.62, 12094.8, 4785.52, 12097.7, 41146
73, 8077.7, 20515.8, 8078.8, 20519.3, 68515
74, 1086.71, 1748.4, 1086.71, 1748.4, 728
75, 1674.27, 1673.01, 1674.27, 1673.01, 1673
76, 0, 0, 0, 0, 0
77, 2.68172, 2, 2.68172, 2, 2
78, 28.1572, 247.228, 28.1828, 247.228, 196
79, 535.935, 712.328, 535.942, 712.328, 2553
80, 293.949, 95.0162, 294.101, 95.0163, 0
81, 0, 0, 0, 0, 0
82, 14.4513, 29.3366, 14.4513, 29.3366, 25
83, 3075.93, 2542.79, 3074.61, 2540.41, 4084
84, 747.994, 299.658, 745.968, 297.524, 59
85, 61.6894, 207.79, 61.6812, 207.781, 169
86, 73.752, 135.996, 73.7521, 135.996, 242
