232.876, 329.344, 7.22725
0, 38470, 38445.5, 38470, 38445.5, 38318
1, -8.52651e-14, 2.84217e-14, -8.52651e-14, 2.84217e-14, 0
2, 43849.5, 44677.7, 43849.5, 44677.7, 46280
3, 0, 0, 0, 0, 0
4, 30511.7, 31304, 30511.7, 31304, 33012
5, -7.38964e-13, 0, -7.38964e-13, 0, 0
6, 0, 0, 0, 0, 0
7, 5.68434e-14, -5.68434e-14, 5.68434e-14, -5.68434e-14, 0
8, 107646, 115509, 107646, 115509, 123966
9, 0, 0, 0, 0, 0
10, -5.68434e-13, 5.68434e-14, -5.68434e-13, 5.68434e-14, 0
11, 32805.6, 32907, 32805.6, 32907, 32893
12, -1.68754e-13, -1.5099e-13, -1.68754e-13, -1.5099e-13, 0
13, 850, 850, 850, 850, 850
14, 0, 0, 0, 0, 0
15, 107065, 110467, 107065, 110467, 115833
16, 0, 0, 0, 0, 0
17, 387727, 384400, 387727, 384400, 383277
18, 0, 0, 0, 0, 0
19, 4.54747e-12, 1.93268e-12, 4.54747e-12, 1.93268e-12, 0
20, 8887.47, 8889.15, 8887.47, 8889.15, 8872
21, 0, 0, 0, 0, 0
22, 309093, 312609, 309093, 312609, 352602
23, 1.36424e-12, -1.36424e-12, 1.36424e-12, -1.36424e-12, 0
24, 0, 0, 0, 0, 0
25, 266130, 256910, 266130, 256910, 239302
26, 8384, 8384, 8384, 8384, 8384
27, -1.77636e-15, 0, -1.77636e-15, 0, 0
28, 172198, 191003, 172198, 191003, 288707
29, 26, 31, 26, 31, 674
30, 0, 0, 0, 0, 0
31, 23364.3, 23366.5, 23364.3, 23366.5, 23337
32, 0, 0, 0, 0, 0
33, 0, 0, 0, 0, 0
34, 0, 0, 0, 0, 0
35, 71415.9, 74732.8, 71415.9, 74732.8, 83155
36, 0, 0, 0, 0, 0
37, 0, 0, 0, 0, 0
38, 0, 0, 0, 0, 0
39, 91375.8, 103251, 91375.8, 103251, 211264
40, 10944.8, 12215.1, 10944.8, 12215.1, 8695
41, 0, 0, 0, 0, 0
42, -1.13687e-12, -1.64846e-12, -1.13687e-12, -1.64846e-12, 0
43, 0, 0, 0, 0, 0
44, 690, 690, 690, 690, 690
45, 0, 0, 0, 0, 0
46, 1.81899e-12, 1.36424e-12, 1.81899e-12, 1.36424e-12, 0
47, 40056.8, 48106.3, 40056.8, 48106.3, 73406
48, 139323, 156393, 139323, 156393, 227486
49, 0, 0, 0, 0, 0
50, 130454, 153148, 130454, 153148, 219426
51, 0, 0, 0, 0, 0
52, -4.54747e-13, 1.81899e-12, -4.54747e-13, 1.81899e-12, 0
53, 381871, 407253, 381871, 407253, 509582
54, 4679.1, 4286.57, 4679.1, 4286.57, 2626
55, 114, 114, 114, 114, 114
56, 0, 0, 0, 0, 0
57, 59823.7, 57717.2, 59823.7, 57717.2, 60947
58, 97160.2, 97322.4, 97160.2, 97322.4, 97562
59, -5.47118e-13, 1.00897e-12, -5.47118e-13, 1.00897e-12, 0
60, -5.18696e-13, -1.56319e-13, -5.18696e-13, -1.56319e-13, 0
61, 50455.8, 50059.6, 50455.8, 50059.6, 49959
62, 3.69482e-13, -3.12639e-13, 3.69482e-13, -3.12639e-13, 0
63, 16260.5, 16795.9, 16260.5, 16795.9, 17415
64, 2.17604e-14, 1.38556e-13, 2.17604e-14, 1.38556e-13, 0
65, 1008, 1008, 1008, 1008, 1008
66, 4.26326e-13, 13, 4.26326e-13, 13, 3534
67, -1.81899e-12, -4.54747e-13, -1.81899e-12, -4.54747e-13, 0
68, 289504, 298375, 289504, 298375, 350207
69, 98001.6, 100754, 98001.6, 100754, 114899
70, 8839.97, 5047.23, 8839.97, 5047.23, 874
71, 2.43006e-12, 3.49587e-12, 2.43006e-12, 3.49587e-12, 0
72, 1.86446e-11, -1.81899e-12, 1.86446e-11, -1.81899e-12, 0
73, 0, 0, 0, 0, 0
74, -2.72848e-12, -9.09495e-13, -2.72848e-12, -9.09495e-13, 0
75, 2361.56, 3351.68, 2361.56, 3351.68, 6190
76, 136100, 149121, 136100, 149121, 183108
77, 169165, 171204, 169165, 171204, 189949
78, 155631, 138600, 155631, 138600, 109669
79, 31749.2, 37527.2, 31749.2, 37527.2, 42710
80, 4.54747e-13, 0, 4.54747e-13, 0, 0
81, 267718, 301469, 267718, 301469, 425372
82, 0, 0, 0, 0, 0
83, 0, 0, 0, 0, 0
84, 0, 0, 0, 0, 0
85, 0, 0, 0, 0, 0
86, 91348.1, 104775, 91348.1, 104775, 94680
87, 0, 0, 0, 0, 0
88, 0, 0, 0, 0, 0
89, -1.27898e-12, -9.09495e-13, -1.27898e-12, -9.09495e-13, 0
90, 6.76437e-12, -1.3074e-12, 6.76437e-12, -1.3074e-12, 0
91, 891.396, 1242.26, 891.396, 1242.26, 9347
92, 0, 0, 0, 0, 0
93, 0, 0, 0, 0, 0
94, 161553, 168252, 161553, 168252, 184742
95, 5.45697e-12, 0, 5.45697e-12, 0, 0
96, 0, 0, 0, 0, 0
97, 0, -4.54747e-13, 0, -4.54747e-13, 0
98, 1.36424e-12, 4.54747e-13, 1.36424e-12, 4.54747e-13, 0
99, 1.36424e-12, 4.54747e-13, 1.36424e-12, 4.54747e-13, 0
100, 82099.9, 88706.5, 82099.9, 88706.5, 102441
101, -1.36424e-12, -6.82121e-13, -1.36424e-12, -6.82121e-13, 0
102, 14540.2, 16402.9, 14540.2, 16402.9, 16395
103, 3994.73, 4445.92, 3994.73, 4445.92, 6796
104, 294.858, 398.243, 294.858, 398.243, 9548
105, 274850, 281480, 274850, 281480, 409465
106, -1.25056e-12, 7.95808e-13, -1.25056e-12, 7.95808e-13, 0
107, 45261.3, 55476.8, 45261.3, 55476.8, 83448
108, 4737.05, 4809, 4737.05, 4809, 4809
109, 1043.22, 1494.88, 1043.22, 1494.88, 2114
110, 41757.1, 50550.4, 41757.1, 50550.4, 146015
111, 1.03739e-12, -2.27374e-13, 1.03739e-12, -2.27374e-13, 0
112, 222508, 229134, 222508, 229134, 258391
113, 0, 0, 0, 0, 0
114, 1943, 1943, 1943, 1943, 1943
115, -1.02318e-12, -5.68434e-13, -1.02318e-12, -5.68434e-13, 0
116, 4628.36, 9009.58, 4628.36, 9009.58, 37863
117, 0, 0, 0, 0, 0
118, 708.3, 714, 708.3, 714, 714
119, 9.54792e-15, 3.37508e-14, 9.54792e-15, 3.37508e-14, 0
120, 0, 0, 0, 0, 0
121, -9.09495e-13, 9.09495e-13, -9.09495e-13, 9.09495e-13, 0
122, 1.19371e-12, -2.84217e-14, 1.19371e-12, -2.84217e-14, 0
123, 0, 0, 0, 0, 0
124, 0, 0, 0, 0, 0
125, -1.7053e-13, 0, -1.7053e-13, 0, 0
126, 1.36424e-12, 4.54747e-13, 1.36424e-12, 4.54747e-13, 0
127, 0, 0, 0, 0, 0
128, -9.37916e-13, -1.76215e-12, -9.37916e-13, -1.76215e-12, 0
129, 2.27374e-12, 4.54747e-13, 2.27374e-12, 4.54747e-13, 0
130, -6.53699e-13, -4.26326e-14, -6.53699e-13, -4.26326e-14, 0
131, 0, 0, 0, 0, 0
132, 0, 0, 0, 0, 0
133, 138681, 140481, 138681, 140481, 137983
134, 0, 0, 0, 0, 0
135, 1.81899e-12, 2.27374e-13, 1.81899e-12, 2.27374e-13, 0
136, -2.72848e-12, -4.54747e-13, -2.72848e-12, -4.54747e-13, 0
137, -3.97904e-13, -1.13687e-13, -3.97904e-13, -1.13687e-13, 0
138, 12126.9, 11971, 12126.9, 11971, 11945
139, -5.22959e-12, 0, -5.22959e-12, 0, 0
140, 4.09273e-12, 0, 4.09273e-12, 0, 0
141, 2.84217e-12, 9.66338e-13, 2.84217e-12, 9.66338e-13, 0
142, 276472, 274783, 276472, 274783, 274489
143, 0, 0, 0, 0, 0
144, 0, 0, 0, 0, 0
145, 0, 0, 0, 0, 0
146, 156437, 163693, 156437, 163693, 196815
147, 130669, 153120, 130669, 153120, 232586
148, -2.72848e-12, 1.36424e-12, -2.72848e-12, 1.36424e-12, 0
149, 1.36424e-12, 2.27374e-13, 1.36424e-12, 2.27374e-13, 0
150, -2.72848e-12, 4.54747e-13, -2.72848e-12, 4.54747e-13, 0
151, 1.7053e-13, 0, 1.7053e-13, 0, 0
152, -1.42109e-14, 1.42109e-14, -1.42109e-14, 1.42109e-14, 0
153, 18099.5, 18093, 18099.5, 18093, 18093
154, 0, 0, 0, 0, 0
155, 36910.2, 37230, 36910.2, 37230, 37230
156, -2.84217e-13, -1.13687e-13, -2.84217e-13, -1.13687e-13, 0
157, 2.27374e-12, 5.11591e-13, 2.27374e-12, 5.11591e-13, 0
158, -4.26326e-14, -8.52651e-14, -4.26326e-14, -8.52651e-14, 0
159, 28841.4, 28801, 28841.4, 28801, 28832
160, -1.13687e-13, 0, -1.13687e-13, 0, 0
161, -5.11591e-13, -2.27374e-13, -5.11591e-13, -2.27374e-13, 0
162, -3.18323e-12, 4.54747e-13, -3.18323e-12, 4.54747e-13, 0
163, -4.1922e-12, -1.56319e-13, -4.1922e-12, -1.56319e-13, 0
164, 2.13163e-14, -2.13163e-14, 2.13163e-14, -2.13163e-14, 0
165, 0, 0, 0, 0, 0
166, 0, 0, 0, 0, 0
167, 1.19371e-12, -5.68434e-14, 1.19371e-12, -5.68434e-14, 0
168, -2.4869e-14, -7.10543e-15, -2.4869e-14, -7.10543e-15, 0
169, 6.82121e-13, 2.95586e-12, 6.82121e-13, 2.95586e-12, 0
170, 357178, 385873, 357178, 385873, 455141
171, 1.00897e-12, 1.7053e-13, 1.00897e-12, 1.7053e-13, 0
172, 356215, 368997, 356215, 368997, 381190
173, 1.7053e-12, -3.41061e-13, 1.7053e-12, -3.41061e-13, 0
174, -3.18323e-12, 4.54747e-13, -3.18323e-12, 4.54747e-13, 0
175, -3.18323e-12, 4.54747e-13, -3.18323e-12, 4.54747e-13, 0
176, 0, 0, 0, 0, 0
177, -7.95808e-13, 6.25278e-13, -7.95808e-13, 6.25278e-13, 0
178, -4.54747e-13, 1.13687e-13, -4.54747e-13, 1.13687e-13, 0
179, 0, 0, 0, 0, 0
180, 1.47793e-12, 5.68434e-14, 1.47793e-12, 5.68434e-14, 0
181, 0, 0, 0, 0, 0
182, 1.13687e-13, -9.09495e-13, 1.13687e-13, -9.09495e-13, 0
183, 1.36424e-12, 4.54747e-13, 1.36424e-12, 4.54747e-13, 0
184, 1.42109e-13, -5.68434e-14, 1.42109e-13, -5.68434e-14, 0
185, 0, 0, 0, 0, 0
186, -1.53477e-12, 1.7053e-13, -1.53477e-12, 1.7053e-13, 0
187, 5.68434e-14, 0, 5.68434e-14, 0, 0
188, 0, 0, 0, 0, 0
189, 0, 0, 0, 0, 0
190, 789.588, 852.058, 789.588, 852.058, 7792
191, 5.68434e-13, 1.13687e-13, 5.68434e-13, 1.13687e-13, 0
192, -1.02318e-12, -2.27374e-13, -1.02318e-12, -2.27374e-13, 0
193, 1.13687e-13, 0, 1.13687e-13, 0, 0
194, 37048.1, 43468.7, 37048.1, 43468.7, 53269
195, 0, 0, 0, 0, 0
196, -9.09495e-13, 1.13687e-13, -9.09495e-13, 1.13687e-13, 0
197, 7.81597e-14, -2.27374e-13, 7.81597e-14, -2.27374e-13, 0
198, 1.83988, 1.77545, 1.83988, 1.77545, 0
199, 6.39488e-13, 1.13687e-13, 6.39488e-13, 1.13687e-13, 0
200, -1.19371e-12, 1.7053e-13, -1.19371e-12, 1.7053e-13, 0
201, 0, 0, 0, 0, 0
202, -9.09495e-13, 0, -9.09495e-13, 0, 0
203, 0, 0, 0, 0, 0
204, 7.54952e-15, -1.59872e-14, 7.54952e-15, -1.59872e-14, 0
205, -7.38964e-13, 5.68434e-14, -7.38964e-13, 5.68434e-14, 0
206, -1.49214e-12, -5.11591e-13, -1.49214e-12, -5.11591e-13, 0
207, -9.66338e-13, -5.68434e-14, -9.66338e-13, -5.68434e-14, 0
208, 2.27374e-13, 0, 2.27374e-13, 0, 0
209, -6.82121e-13, 4.54747e-13, -6.82121e-13, 4.54747e-13, 0
210, -9.09495e-13, 1.7053e-13, -9.09495e-13, 1.7053e-13, 0
211, 1.67688e-12, -4.83169e-13, 1.67688e-12, -4.83169e-13, 0
212, 3.80851e-12, -2.38742e-12, 3.80851e-12, -2.38742e-12, 0
213, 2.98428e-13, 5.68434e-13, 2.98428e-13, 5.68434e-13, 0
214, 7.24754e-13, 0, 7.24754e-13, 0, 0
215, -2.38742e-12, -7.95808e-13, -2.38742e-12, -7.95808e-13, 0
216, 0, 0, 0, 0, 0
217, 0, 0, 0, 0, 0
218, -1.36424e-12, 5.68434e-14, -1.36424e-12, 5.68434e-14, 0
219, -1.36424e-12, 2.72848e-12, -1.36424e-12, 2.72848e-12, 0
220, 6.53699e-13, -1.13687e-13, 6.53699e-13, -1.13687e-13, 0
221, -3.15481e-12, -1.13687e-12, -3.15481e-12, -1.13687e-12, 0
222, 5.45697e-12, -1.36424e-12, 5.45697e-12, -1.36424e-12, 0
